status,paid_only,is_favor,frequency,progress,stat.question_id,stat.question__article__live,stat.question__article__slug,stat.question__article__has_video_solution,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level
,False,False,0,0,3266,,,,Find Longest Special Substring That Occurs Thrice II,find-longest-special-substring-that-occurs-thrice-ii,False,13310,41342,2982,False,2
,False,False,0,0,3265,,,,Maximum Good Subarray Sum,maximum-good-subarray-sum,False,12938,75279,3026,False,2
,False,False,0,0,3263,,,,Divide an Array Into Subarrays With Minimum Cost I,divide-an-array-into-subarrays-with-minimum-cost-i,False,26588,41151,3010,False,1
,False,False,0,0,3262,True,find-polygon-with-the-largest-perimeter,False,Find Polygon With the Largest Perimeter,find-polygon-with-the-largest-perimeter,False,123967,187717,2971,False,2
,False,False,0,0,3261,,,,Minimize OR of Remaining Elements Using Operations,minimize-or-of-remaining-elements-using-operations,False,2209,7164,3022,False,3
,False,False,0,0,3260,,,,Divide an Array Into Subarrays With Minimum Cost II,divide-an-array-into-subarrays-with-minimum-cost-ii,False,3286,11083,3013,False,3
,True,False,0,0,3254,,,,Number of Divisible Triplet Sums,number-of-divisible-triplet-sums,False,929,1357,2964,False,2
,True,False,0,0,3253,,,,Symmetric Coordinates,symmetric-coordinates,False,554,1213,2978,False,2
,False,False,0,0,3252,,,,Count the Number of Incremovable Subarrays I,count-the-number-of-incremovable-subarrays-i,False,16027,32465,2970,False,1
,False,False,0,0,3251,,,,Maximum Area of Longest Diagonal Rectangle,maximum-area-of-longest-diagonal-rectangle,False,28790,82093,3000,False,1
,False,False,0,0,3250,,,,Maximum Square Area by Removing Fences From a Field,maximum-square-area-by-removing-fences-from-a-field,False,12392,56174,2975,False,2
,False,False,0,0,3249,,,,Minimum Number of Operations to Make Array XOR Equal to K,minimum-number-of-operations-to-make-array-xor-equal-to-k,False,16353,21239,2997,False,2
,False,False,0,0,3248,,,,Count the Number of Incremovable Subarrays II,count-the-number-of-incremovable-subarrays-ii,False,5977,15664,2972,False,3
,True,False,0,0,3247,,,,Number of Same-End Substrings,number-of-same-end-substrings,False,601,836,2955,False,2
,False,False,0,0,3246,,,,Check if Bitwise OR Has Trailing Zeros,check-if-bitwise-or-has-trailing-zeros,False,26383,38180,2980,False,1
,False,False,0,0,3245,,,,Find Beautiful Indices in the Given Array I,find-beautiful-indices-in-the-given-array-i,False,21761,61543,3006,False,2
,False,False,0,0,3244,,,,Minimize Length of Array Using Operations,minimize-length-of-array-using-operations,False,11791,34610,3012,False,2
,False,False,0,0,3243,,,,Count the Number of Powerful Integers,count-the-number-of-powerful-integers,False,3685,14448,2999,False,3
,False,False,0,0,3242,True,count-elements-with-maximum-frequency,False,Count Elements With Maximum Frequency,count-elements-with-maximum-frequency,False,36324,50247,3005,False,1
,False,False,0,0,3241,True,divide-array-into-arrays-with-max-difference,False,Divide Array Into Arrays With Max Difference,divide-array-into-arrays-with-max-difference,False,140517,196813,2966,False,2
,False,False,0,0,3240,,,,Maximum Number That Sum of the Prices Is Less Than or Equal to K,maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,False,6859,20126,3007,False,2
,False,False,0,0,3239,,,,Minimum Number of Operations to Make X and Y Equal,minimum-number-of-operations-to-make-x-and-y-equal,False,12651,29589,2998,False,2
,False,False,0,0,3238,,,,Minimum Cost to Convert String II,minimum-cost-to-convert-string-ii,False,3453,14913,2977,False,3
,True,False,0,0,3237,,,,Number of Divisible Substrings,number-of-divisible-substrings,False,805,1034,2950,False,2
,False,False,0,0,3236,,,,Smallest Missing Integer Greater Than Sequential Prefix Sum,smallest-missing-integer-greater-than-sequential-prefix-sum,False,22720,73242,2996,False,1
,False,False,0,0,3235,,,,Minimum Cost to Convert String I,minimum-cost-to-convert-string-i,False,12047,31132,2976,False,2
,False,False,0,0,3234,,,,Double Modular Exponentiation,double-modular-exponentiation,False,18951,40400,2961,False,2
,False,False,0,0,3233,,,,Maximize the Number of Partitions After Operations,maximize-the-number-of-partitions-after-operations,False,2495,9161,3003,False,3
,True,False,0,0,3232,,,,Maximum GCD-Sum of a Subarray,maximum-gcd-sum-of-a-subarray,False,297,609,2941,False,3
,False,False,0,0,3231,,,,Minimum Number of Coins to be Added,minimum-number-of-coins-to-be-added,False,13741,25948,2952,False,2
,False,False,0,0,3230,,,,Remove Adjacent Almost-Equal Characters,remove-adjacent-almost-equal-characters,False,18904,36915,2957,False,2
,False,False,0,0,3229,,,,Minimum Cost to Make Array Equalindromic,minimum-cost-to-make-array-equalindromic,False,11170,52727,2967,False,2
,False,False,0,0,3228,,,,Maximum Size of a Set After Removals,maximum-size-of-a-set-after-removals,False,12667,28896,3002,False,2
,False,False,0,0,3227,,,,Find Missing and Repeated Values,find-missing-and-repeated-values,False,33277,44720,2965,False,1
,False,False,0,0,3226,,,,Minimum Number Game,minimum-number-game,False,45301,52779,2974,False,1
,False,False,0,0,3225,,,,Length of Longest Subarray With at Most K Frequency,length-of-longest-subarray-with-at-most-k-frequency,False,17683,41537,2958,False,2
,False,False,0,0,3224,,,,Count the Number of Infection Sequences,count-the-number-of-infection-sequences,False,2421,6856,2954,False,3
,False,False,0,0,3223,,,,Count Complete Substrings,count-complete-substrings,False,5429,21352,2953,False,3
,True,False,0,0,3222,,,,Number of Equal Numbers Blocks,number-of-equal-numbers-blocks,False,1388,1950,2936,False,2
,False,False,0,0,3221,,,,Find the Peaks,find-the-peaks,False,33795,44287,2951,False,1
,False,False,0,0,3220,,,,Count Tested Devices After Test Operations,count-tested-devices-after-test-operations,False,30726,37910,2960,False,1
,False,False,0,0,3219,,,,Make Lexicographically Smallest Array by Swapping Elements,make-lexicographically-smallest-array-by-swapping-elements,False,7619,19914,2948,False,2
,False,False,0,0,3218,,,,Find Number of Coins to Place in Tree Nodes,find-number-of-coins-to-place-in-tree-nodes,False,4919,14468,2973,False,3
,False,False,0,0,3217,,,,Number of Possible Sets of Closing Branches,number-of-possible-sets-of-closing-branches,False,5625,11294,2959,False,3
,True,False,0,0,3216,,,,Distribute Candies Among Children III,distribute-candies-among-children-iii,False,394,809,2927,False,3
,False,False,0,0,3215,,,,Matrix Similarity After Cyclic Shifts,matrix-similarity-after-cyclic-shifts,False,19453,34049,2946,False,1
,False,False,0,0,3214,,,,Maximize Area of Square Hole in Grid,maximize-area-of-square-hole-in-grid,False,10073,28508,2943,False,2
,False,False,0,0,3213,,,,Count Subarrays Where Max Element Appears at Least K Times,count-subarrays-where-max-element-appears-at-least-k-times,False,16361,36450,2962,False,2
,False,False,0,0,3212,,,,Count the Number of Good Partitions,count-the-number-of-good-partitions,False,8697,17781,2963,False,3
,False,False,0,0,3211,,,,Find Maximum Non-decreasing Array Length,find-maximum-non-decreasing-array-length,False,2320,15653,2945,False,3
,False,False,0,0,3210,,,,Count Beautiful Substrings I,count-beautiful-substrings-i,False,17559,28572,2947,False,2
,False,False,0,0,3209,,,,Minimum Number of Coins for Fruits,minimum-number-of-coins-for-fruits,False,12105,27677,2944,False,2
,False,False,0,0,3208,,,,Count Beautiful Substrings II,count-beautiful-substrings-ii,False,4171,17183,2949,False,3
,False,False,0,0,3207,,,,Make Three Strings Equal,make-three-strings-equal,False,22888,55004,2937,False,1
,False,False,0,0,3206,,,,Find Common Elements Between Two Arrays,find-common-elements-between-two-arrays,False,34860,42363,2956,False,1
,True,False,0,0,3205,,,,Market Analysis III,market-analysis-iii,False,891,2275,2922,False,2
,True,False,0,0,3204,,,,Maximum Profitable Triplets With Increasing Prices II,maximum-profitable-triplets-with-increasing-prices-ii,False,315,588,2921,False,3
,False,False,0,0,3203,,,,Palindrome Rearrangement Queries,palindrome-rearrangement-queries,False,2533,10183,2983,False,3
,False,False,0,0,3202,,,,High-Access Employees,high-access-employees,False,19156,44132,2933,False,2
,False,False,0,0,3201,,,,Distribute Candies Among Children II,distribute-candies-among-children-ii,False,10784,31397,2929,False,2
,False,False,0,0,3200,,,,Number of Strings Which Can Be Rearranged to Contain Substring,number-of-strings-which-can-be-rearranged-to-contain-substring,False,5151,9402,2930,False,2
,False,False,0,0,3199,,,,Distribute Candies Among Children I,distribute-candies-among-children-i,False,19922,26936,2928,False,1
,True,False,0,0,3198,,,,Number of Ways to Reach Destination in the Grid,number-of-ways-to-reach-destination-in-the-grid,False,745,1095,2912,False,3
,False,False,0,0,3197,,,,Maximum Strong Pair XOR II,maximum-strong-pair-xor-ii,False,5272,18057,2935,False,3
,False,False,0,0,3196,,,,Apply Operations to Maximize Frequency Score,apply-operations-to-maximize-frequency-score,False,5153,13523,2968,False,3
,False,False,0,0,3195,,,,Separate Black and White Balls,separate-black-and-white-balls,False,20268,38723,2938,False,2
,False,False,0,0,3194,,,,Find Words Containing Character,find-words-containing-character,False,69670,79026,2942,False,1
,False,False,0,0,3193,,,,Maximum Strong Pair XOR I,maximum-strong-pair-xor-i,False,26415,35020,2932,False,1
,False,False,0,0,3192,,,,Maximum Xor Product,maximum-xor-product,False,7429,29836,2939,False,2
,False,False,0,0,3191,,,,Maximum Score After Applying Operations on a Tree,maximum-score-after-applying-operations-on-a-tree,False,10839,22526,2925,False,2
,False,False,0,0,3190,,,,Minimum Operations to Maximize Last Elements in Arrays,minimum-operations-to-maximize-last-elements-in-arrays,False,10876,24565,2934,False,2
,False,False,0,0,3189,,,,Find Champion II,find-champion-ii,False,21932,38703,2924,False,2
,False,False,0,0,3188,,,,Find Champion I,find-champion-i,False,30464,42070,2923,False,1
,True,False,0,0,3187,,,,Maximum Profitable Triplets With Increasing Prices I,maximum-profitable-triplets-with-increasing-prices-i,False,836,1408,2907,False,2
,False,False,0,0,3186,,,,Minimum Sum of Mountain Triplets II,minimum-sum-of-mountain-triplets-ii,False,21192,39504,2909,False,2
,False,False,0,0,3184,,,,Maximum Balanced Subsequence Sum,maximum-balanced-subsequence-sum,False,4606,20106,2926,False,3
,False,False,0,0,3183,,,,Find the K-or of an Array,find-the-k-or-of-an-array,False,21485,28897,2917,False,1
,True,False,0,0,3182,,,,Maximum Linear Stock Score,maximum-linear-stock-score,False,536,752,2898,False,2
,False,False,0,0,3181,,,,Find Building Where Alice and Bob Can Meet,find-building-where-alice-and-bob-can-meet,False,5561,16268,2940,False,3
,False,False,0,0,3179,,,,Maximum Points After Collecting Coins From All Nodes,maximum-points-after-collecting-coins-from-all-nodes,False,6398,17282,2920,False,3
,False,False,0,0,3178,,,,Minimum Increment Operations to Make Array Beautiful,minimum-increment-operations-to-make-array-beautiful,False,12143,36057,2919,False,2
,True,False,0,0,3177,,,,Minimizing Array After Replacing Pairs With Their Product,minimizing-array-after-replacing-pairs-with-their-product,False,559,1354,2892,False,2
,False,False,0,0,3176,,,,Minimum Sum of Mountain Triplets I,minimum-sum-of-mountain-triplets-i,False,29563,46374,2908,False,1
,False,False,0,0,3174,,,,Minimum Number of Changes to Make Binary String Beautiful,minimum-number-of-changes-to-make-binary-string-beautiful,False,17195,29157,2914,False,2
,True,False,0,0,3173,,,,The Wording Game,the-wording-game,False,337,554,2868,False,3
,False,False,0,0,3172,,,,Divisible and Non-divisible Sums Difference,divisible-and-non-divisible-sums-difference,False,56659,64398,2894,False,1
,False,False,0,0,3171,,,,Minimum Equal Sum of Two Arrays After Replacing Zeros,minimum-equal-sum-of-two-arrays-after-replacing-zeros,False,20513,61997,2918,False,2
,False,False,0,0,3170,,,,Find Indices With Index and Value Difference II,find-indices-with-index-and-value-difference-ii,False,16253,50656,2905,False,2
,False,False,0,0,3166,,,,Minimum Number of Groups to Create a Valid Assignment,minimum-number-of-groups-to-create-a-valid-assignment,False,11153,44568,2910,False,2
,False,False,0,0,3165,,,,Find Indices With Index and Value Difference I,find-indices-with-index-and-value-difference-i,False,34047,54727,2903,False,1
,False,False,0,0,3164,,,,Last Visited Integers,last-visited-integers,False,23114,35377,2899,False,1
,False,False,0,0,3163,,,,Subarrays Distinct Element Sum of Squares I,subarrays-distinct-element-sum-of-squares-i,False,26110,31655,2913,False,1
,True,False,0,0,3160,,,,Calculate Orders Within Each Interval,calculate-orders-within-each-interval,False,1166,1727,2893,False,2
,True,False,0,0,3158,,,,Maximum Length of Semi-Decreasing Subarrays,maximum-length-of-semi-decreasing-subarrays,False,4825,6647,2863,False,2
,True,False,0,0,3156,,,,Rolling Average Steps,rolling-average-steps,False,1226,2000,2854,False,2
,True,False,0,0,3155,,,,Highest Salaries Difference,highest-salaries-difference,False,1777,2387,2853,False,1
,False,False,0,0,3154,,,,Maximum Value of an Ordered Triplet I,maximum-value-of-an-ordered-triplet-i,False,33605,74907,2873,False,1
,False,False,0,0,3153,,,,Apply Operations on Array to Maximize Sum of Squares,apply-operations-on-array-to-maximize-sum-of-squares,False,6050,13013,2897,False,3
,False,False,0,0,3152,,,,Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,False,23453,57103,2874,False,2
,False,False,0,0,3151,,,,Minimum Processing Time,minimum-processing-time,False,28744,42241,2895,False,2
,False,False,0,0,3150,,,,Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,False,22372,59113,2904,False,2
,True,False,0,0,3148,,,,Sum of Remoteness of All Cells,sum-of-remoteness-of-all-cells,False,708,1137,2852,False,2
,False,False,0,0,3143,,,,Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,False,19298,29556,2900,False,1
,False,False,0,0,3142,,,,Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,False,9815,36564,2901,False,2
,False,False,0,0,3141,,,,Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,False,17086,56351,2875,False,2
,False,False,0,0,3140,,,,Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,False,8895,27602,2876,False,3
,False,False,0,0,3139,,,,Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,False,2356,12884,2916,False,3
,False,False,0,0,3114,,,,Beautiful Towers I,beautiful-towers-i,False,21238,49218,2865,False,2
,False,False,0,0,3113,,,,Beautiful Towers II,beautiful-towers-ii,False,11602,34151,2866,False,2
,False,False,0,0,3112,,,,Count Valid Paths in a Tree,count-valid-paths-in-a-tree,False,5754,16836,2867,False,3
,True,False,0,0,3111,,,,Smallest Number With Given Digit Product,smallest-number-with-given-digit-product,False,713,1607,2847,False,2
,False,False,0,0,3107,,,,Maximum Spending After Buying Items,maximum-spending-after-buying-items,False,8639,13326,2931,False,3
,False,False,0,0,3106,,,,Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,False,16242,47598,2915,False,2
,False,False,0,0,3105,,,,Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,False,6631,11324,2858,False,3
,False,False,0,0,3104,,,,Happy Students,happy-students,False,20256,39207,2860,False,2
,True,False,0,0,3101,,,,Maximum Coins Heroes Can Collect,maximum-coins-heroes-can-collect,False,893,1289,2838,False,2
,True,False,0,0,3097,True,total-traveled-distance,False,Total Traveled Distance,total-traveled-distance,False,1676,2287,2837,False,1
,False,False,0,0,3095,,,,Maximum Number of Alloys,maximum-number-of-alloys,False,12592,33480,2861,False,2
,False,False,0,0,3094,True,minimum-number-of-operations-to-make-array-empty,False,Minimum Number of Operations to Make Array Empty,minimum-number-of-operations-to-make-array-empty,False,161369,261000,2870,False,2
,False,False,0,0,3093,,,,Sum of Values at Indices With K Set Bits,sum-of-values-at-indices-with-k-set-bits,False,52585,60930,2859,False,1
,False,False,0,0,3092,,,,Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,False,17376,41321,2850,False,2
,False,False,0,0,3091,,,,Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,False,3416,17356,2902,False,3
,True,False,0,0,3088,,,,Maximal Range That Each Element Is Maximum in It,maximal-range-that-each-element-is-maximum-in-it,False,892,1199,2832,False,2
,False,False,0,0,3081,,,,Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,False,19381,92673,2856,False,2
,False,False,0,0,3080,,,,Split Array Into Maximum Number of Subarrays,split-array-into-maximum-number-of-subarrays,False,14804,34113,2871,False,2
,False,False,0,0,3079,,,,Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,False,5026,11574,2846,False,3
,True,False,0,0,3078,,,,Election Results,election-results,False,1251,1960,2820,False,2
,True,False,0,0,3077,,,,Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,False,309,566,2819,False,3
,False,False,0,0,3076,True,get-the-size-of-a-dataframe,False,Get the Size of a DataFrame,get-the-size-of-a-dataframe,False,34577,41108,2878,False,1
,False,False,0,0,3075,True,drop-missing-data,False,Drop Missing Data,drop-missing-data,False,22257,34682,2883,False,1
,False,False,0,0,3074,True,select-data,False,Select Data,select-data,False,28761,37150,2880,False,1
,False,False,0,0,3073,True,reshape-data-melt,False,Reshape Data: Melt,reshape-data-melt,False,16005,19063,2890,False,1
,False,False,0,0,3072,True,reshape-data-pivot,False,Reshape Data: Pivot,reshape-data-pivot,False,16895,21293,2889,False,1
,False,False,0,0,3071,True,drop-duplicate-rows,False,Drop Duplicate Rows,drop-duplicate-rows,False,23736,28243,2882,False,1
,False,False,0,0,3070,True,fill-missing-data,False,Fill Missing Data,fill-missing-data,False,19587,27530,2887,False,1
,False,False,0,0,3069,True,change-data-type,False,Change Data Type,change-data-type,False,20387,23657,2886,False,1
,False,False,0,0,3068,True,rename-columns,False,Rename Columns,rename-columns,False,21079,24970,2885,False,1
,False,False,0,0,3067,True,modify-columns,False,Modify Columns,modify-columns,False,24339,26842,2884,False,1
,False,False,0,0,3066,True,create-a-new-column,False,Create a New Column,create-a-new-column,False,27154,30407,2881,False,1
,False,False,0,0,3065,True,display-the-first-three-rows,False,Display the First Three Rows,display-the-first-three-rows,False,37381,40565,2879,False,1
,False,False,0,0,3064,True,reshape-data-concatenate,False,Reshape Data: Concatenate,reshape-data-concatenate,False,20406,22790,2888,False,1
,False,False,0,0,3063,True,method-chaining,False,Method Chaining,method-chaining,False,17049,23248,2891,False,1
,False,False,0,0,3062,True,create-a-dataframe-from-list,False,Create a DataFrame from List,create-a-dataframe-from-list,False,44930,55740,2877,False,1
,False,False,0,0,3058,,,,Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,False,9602,16420,2872,False,3
,False,False,0,0,3057,,,,Count K-Subsequences of a String With Maximum Beauty,count-k-subsequences-of-a-string-with-maximum-beauty,False,10768,37725,2842,False,3
,False,False,0,0,3056,True,determine-if-a-cell-is-reachable-at-a-given-time,False,Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,False,95600,267098,2849,False,2
,False,False,0,0,3055,True,maximum-odd-binary-number,False,Maximum Odd Binary Number,maximum-odd-binary-number,False,37031,50541,2864,False,1
,False,False,0,0,3047,,,,Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,False,6831,15834,2862,False,3
,False,False,0,0,3046,,,,Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,False,24098,64108,2844,False,2
,False,False,0,0,3045,,,,Minimum Right Shifts to Sort the Array,minimum-right-shifts-to-sort-the-array,False,30358,52830,2855,False,1
,False,False,0,0,3044,,,,Minimum Operations to Collect Elements,minimum-operations-to-collect-elements,False,31291,52926,2869,False,1
,True,False,0,0,3043,,,,Minimum Time Takes to Reach Destination Without Drowning,minimum-time-takes-to-reach-destination-without-drowning,False,626,980,2814,False,3
,False,False,0,0,3034,,,,Points That Intersect With Cars,points-that-intersect-with-cars,False,40046,53684,2848,False,1
,False,False,0,0,3033,,,,Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,False,11165,43157,2896,False,2
,False,False,0,0,3032,,,,Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,False,4063,13694,2836,False,3
,False,False,0,0,3031,,,,Construct Product Matrix,construct-product-matrix,False,10326,34158,2906,False,2
,True,False,0,0,3030,,,,Find The K-th Lucky Number,find-the-k-th-lucky-number,False,775,1096,2802,False,2
,False,False,0,0,3026,,,,Find the Minimum Possible Sum of a Beautiful Array,find-the-minimum-possible-sum-of-a-beautiful-array,False,29312,73524,2834,False,2
,False,False,0,0,3025,,,,Minimum Operations to Form Subsequence With Target Sum,minimum-operations-to-form-subsequence-with-target-sum,False,11166,35306,2835,False,3
,False,False,0,0,3024,,,,String Transformation,string-transformation,False,2872,9801,2851,False,3
,False,False,0,0,3019,,,,Furthest Point From Origin,furthest-point-from-origin,False,42903,67228,2833,False,1
,False,False,0,0,3018,,,,Make String a Subsequence Using Cyclic Increments,make-string-a-subsequence-using-cyclic-increments,False,32482,66922,2825,False,2
,False,False,0,0,3017,,,,Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,False,7978,45473,2827,False,3
,True,False,0,0,3016,,,,Count Nodes That Are Great Enough,count-nodes-that-are-great-enough,False,572,981,2792,False,3
,True,False,0,0,3003,,,,Status of Flight Tickets,status-of-flight-tickets,False,1065,1497,2793,False,3
,True,False,0,0,3002,True,flight-occupancy-and-waitlist-analysis,False,Flight Occupancy and Waitlist Analysis,flight-occupancy-and-waitlist-analysis,False,1552,4365,2783,False,2
,False,False,0,0,3001,,,,Apply Operations to Maximize Score,apply-operations-to-maximize-score,False,6138,19291,2818,False,3
,False,False,0,0,3000,,,,Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,False,22158,68284,2817,False,2
