status,paid_only,is_favor,frequency,progress,stat.question_id,stat.question__article__live,stat.question__article__slug,stat.question__article__has_video_solution,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level
,True,False,0,0,2683,,,,Count the Number of Good Subsequences,count-the-number-of-good-subsequences,False,1277,1656,2539,False,2
,False,False,0,0,2682,,,,Count Increasing Quadruplets,count-increasing-quadruplets,False,4761,15175,2552,False,3
,False,False,0,0,2681,True,put-marbles-in-bags,False,Put Marbles in Bags,put-marbles-in-bags,False,8691,16445,2551,False,3
,False,False,0,0,2680,,,,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,False,14642,55212,2550,False,2
,False,False,0,0,2679,,,,Count Distinct Numbers on Board,count-distinct-numbers-on-board,False,26231,43816,2549,False,1
,True,False,0,0,2674,,,,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,False,18,56,2599,False,2
,False,False,0,0,2673,,,,Maximize Win From Two Segments,maximize-win-from-two-segments,False,6404,21187,2555,False,2
,True,False,0,0,2672,,,,Number of Good Binary Strings,number-of-good-binary-strings,False,530,814,2533,False,2
,True,False,0,0,2667,,,,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,False,537,1336,2524,False,3
,False,False,0,0,2665,,,,Minimum Time to Repair Cars,minimum-time-to-repair-cars,False,7218,16604,2594,False,2
,False,False,0,0,2664,,,,Maximize Greatness of an Array,maximize-greatness-of-an-array,False,12178,22067,2592,False,2
,False,False,0,0,2663,,,,Distribute Money to Maximum Children,distribute-money-to-maximum-children,False,13539,75207,2591,False,1
,False,False,0,0,2662,,,,Check Knight Tour Configuration,check-knight-tour-configuration,False,14955,24533,2596,False,2
,False,False,0,0,2661,,,,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,False,8047,21160,2598,False,2
,False,False,0,0,2659,,,,Number of Even and Odd Bits,number-of-even-and-odd-bits,False,20784,29944,2595,False,1
,True,False,0,0,2658,,,,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,False,571,887,2519,False,3
,False,False,0,0,2657,,,,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,False,5232,14413,2589,False,3
,False,False,0,0,2656,,,,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,False,11638,23631,2588,False,2
,False,False,0,0,2655,,,,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,False,20280,51494,2587,False,2
,False,False,0,0,2654,,,,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,False,25081,32092,2586,False,1
,True,False,0,0,2653,,,,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,False,970,1834,2510,False,2
,False,False,0,0,2652,,,,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,False,3226,6699,2581,False,3
,False,False,0,0,2651,,,,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,False,11010,31688,2580,False,2
,False,False,0,0,2650,,,,Split With Minimum Sum,split-with-minimum-sum,False,18133,26051,2578,False,1
,False,False,0,0,2649,,,,Count Total Number of Colored Cells,count-total-number-of-colored-cells,False,17731,31001,2579,False,2
,False,False,0,0,2648,,,,Number of Ways to Earn Points,number-of-ways-to-earn-points,False,9135,15261,2585,False,3
,False,False,0,0,2647,,,,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,False,8233,37527,2584,False,3
,False,False,0,0,2646,,,,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,False,18560,39777,2583,False,2
,False,False,0,0,2645,,,,Pass the Pillow,pass-the-pillow,False,22827,49310,2582,False,1
,True,False,0,0,2644,,,,Bitwise OR of All Subsequence Sums,bitwise-or-of-all-subsequence-sums,False,576,969,2505,False,2
,True,False,0,0,2643,,,,Concatenate the Name and the Profession,concatenate-the-name-and-the-profession,False,1212,2153,2504,False,1
,False,False,0,0,2642,,,,Time to Cross a Bridge,time-to-cross-a-bridge,False,2979,5554,2532,False,3
,False,False,0,0,2641,,,,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,False,8320,29228,2556,False,2
,False,False,0,0,2640,,,,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,False,21035,40096,2554,False,2
,False,False,0,0,2639,,,,Separate the Digits in an Array,separate-the-digits-in-an-array,False,31848,40042,2553,False,1
,True,False,0,0,2638,,,,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,False,959,1469,2495,False,2
,True,False,0,0,2637,,,,Merge Overlapping Events in the Same Hall,merge-overlapping-events-in-the-same-hall,False,362,1827,2494,False,3
,False,False,0,0,2636,,,,Maximum Subsequence Score,maximum-subsequence-score,False,7820,20548,2542,False,2
,False,False,0,0,2635,,,,Check if Point Is Reachable,check-if-point-is-reachable,False,4615,10883,2543,False,3
,False,False,0,0,2634,,,,Minimum Common Value,minimum-common-value,False,30390,59018,2540,False,1
,False,False,0,0,2633,,,,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,False,8406,21578,2547,False,3
,False,False,0,0,2632,,,,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,False,15090,37159,2546,False,2
,False,False,0,0,2631,,,,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,False,28831,33600,2545,False,2
,False,False,0,0,2630,,,,Alternating Digit Sum,alternating-digit-sum,False,32122,46161,2544,False,1
,True,False,0,0,2629,,,,Number of Substrings With Fixed Ratio,number-of-substrings-with-fixed-ratio,False,506,861,2489,False,2
,False,False,0,0,2628,,,,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,False,4481,16850,2513,False,2
,False,False,0,0,2627,,,,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,False,5004,14310,2538,False,3
,False,False,0,0,2626,,,,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,False,11861,24705,2537,False,2
,False,False,0,0,2625,,,,Increment Submatrices by One,increment-submatrices-by-one,False,16562,34271,2536,False,2
,False,False,0,0,2624,,,,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,False,53047,62102,2535,False,1
,True,False,0,0,2623,,,,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,False,364,774,2479,False,3
,True,False,0,0,2622,,,,Form a Chemical Bond,form-a-chemical-bond,False,1349,2344,2480,False,1
,False,False,0,0,2621,,,,Find Xor-Beauty of Array,find-xor-beauty-of-array,False,13637,19410,2527,False,2
,False,False,0,0,2620,,,,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,False,15978,35334,2526,False,2
,False,False,0,0,2619,,,,Categorize Box According to Criteria,categorize-box-according-to-criteria,False,21685,63744,2525,False,1
,False,False,0,0,2618,,,,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,False,4334,13477,2528,False,3
,True,False,0,0,2617,,,,Time Taken to Cross the Door,time-taken-to-cross-the-door,False,430,619,2534,False,3
,False,False,0,0,2616,,,,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,False,20924,48286,2530,False,2
,False,False,0,0,2615,,,,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,False,13390,52492,2531,False,2
,False,False,0,0,2614,,,,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,False,44591,59553,2529,False,1
,True,False,0,0,2613,,,,Customers With Strictly Increasing Purchases,customers-with-strictly-increasing-purchases,False,834,1863,2474,False,3
,True,False,0,0,2612,,,,Minimum Cost to Buy Apples,minimum-cost-to-buy-apples,False,846,1353,2473,False,2
,False,False,0,0,2610,,,,Closest Prime Numbers in Range,closest-prime-numbers-in-range,False,15533,41991,2523,False,2
,False,False,0,0,2609,,,,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,False,19683,39330,2521,False,2
,False,False,0,0,2608,,,,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,False,36756,43261,2520,False,1
,True,False,0,0,2607,,,,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,False,672,1202,2464,False,2
,False,False,0,0,2606,,,,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,False,16794,21055,2482,False,2
,False,False,0,0,2605,,,,Count Anagrams,count-anagrams,False,5626,16449,2514,False,3
,False,False,0,0,2604,,,,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,False,16750,54276,2541,False,2
,False,False,0,0,2603,,,,Reward Top K Students,reward-top-k-students,False,12414,26728,2512,False,2
,False,False,0,0,2602,,,,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,False,15192,40611,2511,False,1
,False,False,0,0,2601,,,,Number of Great Partitions,number-of-great-partitions,False,5162,15664,2518,False,3
,False,False,0,0,2600,,,,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,False,10205,15773,2517,False,2
,False,False,0,0,2599,,,,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,False,10545,31036,2516,False,2
,False,False,0,0,2598,,,,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,False,19858,40684,2515,False,1
,False,False,0,0,2597,,,,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,False,8360,14678,2509,False,3
,False,False,0,0,2596,,,,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,False,8970,27736,2508,False,3
,False,False,0,0,2595,,,,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,False,15994,32827,2507,False,2
,False,False,0,0,2594,,,,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,False,25221,35779,2506,False,1
,True,False,0,0,2593,,,,Number of Distinct Binary Strings After Applying Operations,number-of-distinct-binary-strings-after-applying-operations,False,562,832,2450,False,2
,False,False,0,0,2592,,,,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,False,2703,6130,2499,False,3
,False,False,0,0,2591,,,,Frog Jump II,frog-jump-ii,False,11087,18114,2498,False,2
,False,False,0,0,2590,,,,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,False,11727,30499,2497,False,2
,False,False,0,0,2589,,,,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,False,23314,32341,2496,False,1
,False,False,0,0,2588,,,,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,False,6205,16763,2503,False,3
,False,False,0,0,2587,,,,Design Memory Allocator,design-memory-allocator,False,10875,20841,2502,False,2
,False,False,0,0,2586,,,,Longest Square Streak in an Array,longest-square-streak-in-an-array,False,19135,48408,2501,False,2
,False,False,0,0,2585,,,,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,False,28998,35795,2500,False,1
,True,False,0,0,2584,,,,Number of Nodes With Value One,number-of-nodes-with-value-one,False,1224,1732,2445,False,2
,False,False,0,0,2583,,,,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,False,4919,13265,2493,False,3
,False,False,0,0,2582,True,minimum-score-of-a-path-between-two-cities,False,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,False,61432,105235,2492,False,2
,False,False,0,0,2581,,,,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,False,22812,38722,2491,False,2
,False,False,0,0,2580,,,,Circular Sentence,circular-sentence,False,26480,41133,2490,False,1
,True,False,0,0,2579,,,,Minimum Split Into Subarrays With GCD Greater Than One,minimum-split-into-subarrays-with-gcd-greater-than-one,False,1354,1832,2436,False,2
,False,False,0,0,2577,,,,Count Palindromic Subsequences,count-palindromic-subsequences,False,4863,14711,2484,False,3
,False,False,0,0,2576,,,,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,False,12633,22697,2483,False,2
,False,False,0,0,2575,,,,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,False,20112,38277,2481,False,1
,False,False,0,0,2574,,,,Count Subarrays With Median K,count-subarrays-with-median-k,False,8366,19451,2488,False,3
,False,False,0,0,2573,,,,Remove Nodes From Linked List,remove-nodes-from-linked-list,False,25965,37916,2487,False,2
,False,False,0,0,2572,,,,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,False,19749,30908,2486,False,2
,False,False,0,0,2571,,,,Find the Pivot Integer,find-the-pivot-integer,False,32369,40441,2485,False,1
,True,False,0,0,2570,,,,Maximize Total Tastiness of Purchased Fruits,maximize-total-tastiness-of-purchased-fruits,False,1331,1966,2431,False,2
,False,False,0,0,2569,,,,Number of Beautiful Partitions,number-of-beautiful-partitions,False,7283,23647,2478,False,3
,False,False,0,0,2568,True,minimum-fuel-cost-to-report-to-the-capital,False,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,False,53674,79251,2477,False,2
,False,False,0,0,2567,,,,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,False,14846,36402,2476,False,2
,False,False,0,0,2566,,,,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,False,25444,35912,2475,False,1
,True,False,0,0,2565,,,,Merge Operations to Turn Array Into a Palindrome,merge-operations-to-turn-array-into-a-palindrome,False,1236,1772,2422,False,2
,False,False,0,0,2564,,,,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,False,6939,14382,2467,False,2
,False,False,0,0,2563,,,,Split Message Based on Limit,split-message-based-on-limit,False,3702,8000,2468,False,3
,False,False,0,0,2562,,,,Count Ways To Build Good Strings,count-ways-to-build-good-strings,False,11251,26723,2466,False,2
,False,False,0,0,2561,,,,Number of Distinct Averages,number-of-distinct-averages,False,25590,43908,2465,False,1
,True,False,0,0,2560,,,,Closest Fair Integer,closest-fair-integer,False,708,1563,2417,False,2
,False,False,0,0,2559,,,,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,False,9195,24153,2472,False,3
,False,False,0,0,2558,,,,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,False,15345,24606,2471,False,2
,False,False,0,0,2557,,,,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,False,17907,46676,2470,False,2
,False,False,0,0,2556,,,,Convert the Temperature,convert-the-temperature,False,70154,78748,2469,False,1
,True,False,0,0,2555,,,,Design SQL,design-sql,False,1257,1496,2408,False,2
,False,False,0,0,2554,,,,Minimum Total Distance Traveled,minimum-total-distance-traveled,False,5913,14547,2463,False,3
,False,False,0,0,2553,,,,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,False,13984,37241,2462,False,2
,False,False,0,0,2552,,,,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,False,22774,66474,2461,False,2
,False,False,0,0,2551,,,,Apply Operations to an Array,apply-operations-to-an-array,False,34801,51876,2460,False,1
,False,False,0,0,2550,,,,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,False,15540,25738,2452,False,2
,False,False,0,0,2549,,,,Next Greater Element IV,next-greater-element-iv,False,6390,16051,2454,False,3
,False,False,0,0,2548,,,,Destroy Sequential Targets,destroy-sequential-targets,False,11404,30212,2453,False,2
,False,False,0,0,2547,,,,Odd String Difference,odd-string-difference,False,20057,33393,2451,False,1
,False,False,0,0,2546,,,,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,False,19108,39283,2447,False,2
,False,False,0,0,2545,,,,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,False,8482,22911,2458,False,3
,False,False,0,0,2544,,,,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,False,15256,41207,2457,False,2
,False,False,0,0,2543,,,,Most Popular Video Creator,most-popular-video-creator,False,17676,40339,2456,False,2
,False,False,0,0,2542,,,,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,False,34633,58602,2455,False,1
,False,False,0,0,2541,,,,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,False,27721,60569,2443,False,2
,False,False,0,0,2539,,,,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,False,8977,14045,2449,False,3
,False,False,0,0,2538,True,minimum-cost-to-make-array-equal,False,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,False,12012,34555,2448,False,3
,True,False,0,0,2537,,,,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,False,773,1494,2403,False,3
,False,False,0,0,2536,,,,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,False,27494,55060,2446,False,1
,True,False,0,0,2535,,,,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,False,2225,3052,2393,False,2
,True,False,0,0,2534,,,,Employees With Deductions,employees-with-deductions,False,1826,4420,2394,False,2
,False,False,0,0,2533,,,,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,False,14160,24182,2425,False,2
,False,False,0,0,2532,,,,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,False,24551,136647,2423,False,1
,False,False,0,0,2531,,,,Create Components With Same Value,create-components-with-same-value,False,4195,7687,2440,False,3
,False,False,0,0,2530,True,minimize-maximum-of-array,False,Minimize Maximum of Array,minimize-maximum-of-array,False,10983,31869,2439,False,2
,False,False,0,0,2529,,,,Range Product Queries of Powers,range-product-queries-of-powers,False,13072,33598,2438,False,2
,False,False,0,0,2528,,,,Number of Valid Clock Times,number-of-valid-clock-times,False,17898,41504,2437,False,1
,False,False,0,0,2527,True,count-subarrays-with-fixed-bounds,False,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,False,55135,88899,2444,False,3
,False,False,0,0,2526,,,,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,False,7925,36543,2407,False,3
,False,False,0,0,2525,,,,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,False,35435,45005,2442,False,2
,False,False,0,0,2524,,,,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,False,37326,54860,2441,False,1
,True,False,0,0,2523,,,,Change Null Values in a Table to the Previous Value,change-null-values-in-a-table-to-the-previous-value,False,1776,2713,2388,False,2
,True,False,0,0,2522,,,,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,False,1400,2036,2387,False,2
,False,False,0,0,2521,,,,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,False,15063,36239,2435,False,3
,False,False,0,0,2520,,,,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,False,13909,36074,2434,False,2
,False,False,0,0,2519,,,,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,False,31413,36699,2433,False,2
,False,False,0,0,2518,,,,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,False,26974,54544,2432,False,1
,True,False,0,0,2517,,,,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,False,884,1450,2378,False,2
,True,False,0,0,2516,,,,Sort the Olympic Table,sort-the-olympic-table,False,3002,3824,2377,False,1
,True,False,0,0,2515,,,,Calculate the Influence of Each Salesperson,calculate-the-influence-of-each-salesperson,False,2569,3002,2372,False,2
,False,False,0,0,2513,,,,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,False,8851,20624,2426,False,3
,False,False,0,0,2512,,,,Longest Uploaded Prefix,longest-uploaded-prefix,False,14974,27728,2424,False,2
,False,False,0,0,2511,,,,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,False,15542,33269,2522,False,2
,False,False,0,0,2510,,,,Maximum Deletions on a String,maximum-deletions-on-a-string,False,10294,31943,2430,False,3
,False,False,0,0,2509,,,,Minimize XOR,minimize-xor,False,17511,41169,2429,False,2
,False,False,0,0,2508,,,,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,False,26804,36097,2428,False,2
,False,False,0,0,2507,,,,Number of Common Factors,number-of-common-factors,False,45060,56499,2427,False,1
,True,False,0,0,2506,,,,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,False,914,1281,2371,False,3
,False,False,0,0,2505,True,number-of-good-paths,False,Number of Good Paths,number-of-good-paths,False,47950,83344,2421,False,3
,False,False,0,0,2504,,,,Find All Good Indices,find-all-good-indices,False,18202,48473,2420,False,2
,False,False,0,0,2503,,,,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,False,21267,44330,2419,False,2
,False,False,0,0,2502,,,,Sort the People,sort-the-people,False,67470,83193,2418,False,1
,True,False,0,0,2501,,,,Generate the Invoice,generate-the-invoice,False,1581,1996,2362,False,3
,True,False,0,0,2500,,,,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,False,4096,5395,2361,False,3
,False,False,0,0,2499,,,,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,False,8371,21113,2412,False,3
,False,False,0,0,2498,,,,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,False,9423,22632,2411,False,2
,False,False,0,0,2497,,,,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,False,22915,37592,2410,False,2
,False,False,0,0,2496,,,,Count Days Spent Together,count-days-spent-together,False,16770,38514,2409,False,1
,True,False,0,0,2495,,,,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,False,4733,5247,2356,False,1
,False,False,0,0,2494,,,,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,False,19728,44963,2416,False,3
,False,False,0,0,2493,,,,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,False,31943,41603,2415,False,2
,False,False,0,0,2492,,,,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,False,32170,57174,2414,False,2
,False,False,0,0,2491,,,,Smallest Even Multiple,smallest-even-multiple,False,77705,88648,2413,False,1
,True,False,0,0,2490,,,,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,False,4052,9211,2355,False,3
,True,False,0,0,2489,,,,Sort Array by Moving Items to Empty Space,sort-array-by-moving-items-to-empty-space,False,463,892,2459,False,3
,False,False,0,0,2488,,,,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,False,20430,44450,2406,False,2
,False,False,0,0,2487,True,optimal-partition-of-string,False,Optimal Partition of String,optimal-partition-of-string,False,33570,44700,2405,False,2
,False,False,0,0,2486,,,,Most Frequent Even Element,most-frequent-even-element,False,45985,90249,2404,False,1
,True,False,0,0,2485,,,,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,False,3329,7876,2345,False,2
,True,False,0,0,2484,,,,Compute the Rank as a Percentage,compute-the-rank-as-a-percentage,False,2240,6824,2346,False,2
,False,False,0,0,2483,,,,Task Scheduler II,task-scheduler-ii,False,17692,37831,2365,False,2
,False,False,0,0,2482,,,,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,False,11735,22222,2397,False,2
,False,False,0,0,2481,,,,Strictly Palindromic Number,strictly-palindromic-number,False,46803,53323,2396,False,2
,False,False,0,0,2480,,,,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,False,34165,53034,2395,False,1
,False,False,0,0,2479,,,,Meeting Rooms III,meeting-rooms-iii,False,15981,47602,2402,False,3
,False,False,0,0,2478,,,,Longest Nice Subarray,longest-nice-subarray,False,20425,41504,2401,False,2
,False,False,0,0,2477,,,,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,False,21195,64303,2400,False,2
,False,False,0,0,2476,,,,Check Distances Between Same Letters,check-distances-between-same-letters,False,34132,48345,2399,False,1
,False,False,0,0,2475,,,,Largest Palindromic Number,largest-palindromic-number,False,20309,65122,2384,False,2
,True,False,0,0,2474,,,,Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,False,6265,8329,2340,False,2
,False,False,0,0,2473,,,,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,False,31613,59248,2342,False,2
,False,False,0,0,2472,,,,Build a Matrix With Conditions,build-a-matrix-with-conditions,False,10943,18408,2392,False,3
,False,False,0,0,2471,,,,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,False,32074,38033,2391,False,2
